vaccine,47937
rt,39992
covid,30407
19,27424
vaccines,14182
coronavirus,13909
covid19,12528
first,5775
get,5740
new,4523
says,4399
vaccination,4330
pfizer,4198
news,4032
could,4019
people,3693
take,3547
effective,3541
moderna,3377
oxford,3117
free,3110
time,3043
amp,2952
astrazeneca,2736
qantas,2640
doses,2595
us,2550
said,2526
russia,2474
uk,2434
ve,2400
one,2365
trump,2354
sputnik,2264
million,2262
would,2261
hopes,2172
december,2155
trial,2105
dose,2039
data,2032
health,2019
need,2017
brits,1993
refuse,1981
world,1977
excited,1927
over,1911
distribution,1886
pinned,1868
haveigotnews,1862
force,1842
efficacy,1841
vaccinated,1827
end,1809
international,1787
week,1747
available,1739
well,1736
cdc,1696
90,1611
via,1592
year,1569
research,1536
healthcare,1514
trials,1479
everyone,1472
95,1449
second,1390
think,1330
may,1330
developed,1315
likely,1283
per,1276
re,1274
breaking,1271
virus,1271
must,1271
lot,1269
want,1259
media,1258
forced,1247
travel,1242
make,1219
soon,1199
countries,1174
airline,1166
like,1166
pandemic,1155
distribute,1154
cost,1149
law,1138
director,1136
biden,1133
proposed,1122
authorities,1118
ceo,1113
cold,1106
denmark,1102
require,1089
protesting,1088
shawng927,1085
wrong,1085
protestors,1084
day,1078
government,1076
hi,1075
global,1074
even,1066
safe,1063
attended,1056
states,1052
briefings,1049
ready,1048
ringoraccoon,1044
getting,1043
good,1042
jsolomonreports,1041
work,1040
side,1030
still,1025
coribush,1009
speed,998
effects,997
going,994
plan,992
prediction,987
miracle,986
results,975
russian,949
published,943
pm,933
two,929
many,917
expected,911
development,907
latest,897
americans,894
officials,880
20,877
plans,868
less,864
know,855
begin,854
wo,852
months,850
rolled,849
receive,843
drericding,843
president,840
workers,835
passengers,827
long,826
10,822
reuters,816
compare,813
next,812
weeks,809
canada,806
say,803
developing,793
today,791
full,787
dr,771
given,769
probably,768
see,765
proof,756
start,751
contract,745
india,743
minister,741
citizens,739
chief,736
also,734
working,733
fda,731
half,729
hope,728
help,723
flu,720
eu,719
read,715
state,714
fly,709
according,709
to,708
analysis,707
70,707
public,705
160,703
meeting,701
group,698
every,697
around,687
mrna,687
clinical,684
operation,681
university,675
2021,674
warp,673
air,670
access,669
control,669
set,662
000,659
mandatory,657
the,653
largest,652
redfield,640
early,638
away,635
enough,635
despite,629
task,628
federal,628
approval,626
th,626
much,626
go,625
future,619
black,611
doctor,605
freezers,604
means,601
trust,600
really,599
interim,597
stop,597
china,595
spread,593
announced,586
vaccinations,586
billion,585
mask,582
three,582
compulsory,580
high,574
back,570
travellers,570
then,566
made,563
pass,561
use,559
australia,558
way,554
safety,549
among,548
regimen,548
show,547
moderna_tx,542
joyce,533
tells,533
come,529
norbertelekes,528
alan,524
never,524
mid,521
modi,520
tomorrow,518
progress,517
scientific,514
immunity,513
spring,513
joe,512
right,512
pharma,512
companies,510
travelers,509
va,508
almost,508
care,508
keep,502
medical,499
bbcworld,498
look,497
history,495
things,495
91,494
30,493
personally,492
instead,491
arrival,491
airlines,491
tuesday,490
great,488
6th,486
cm,485
term,485
dec,484
distributed,484
ultra,483
boss,483
person,482
yet,482
shot,479
trudeau,479
charge,478
vonderleyen,477
risk,477
scientists,477
astrazeneza,475
approve,474
thank,470
light,467
since,467
lives,458
hav,458
transition,456
uniofoxford,453
cnn,453
candidate,451
already,450
anti,449
important,448
internationally,448
prove,447
realdonaldtrump,447
building,441
celebration,440
nazirafzal,438
supply,438
market,438
narendramodi,437
cases,436
might,436
gates,434
questions,433
years,432
app,431
delivery,430
flights,426
pay,424
problem,424
science,424
putin,423
rollout,422
general,421
community,421
robert,420
business,420
bill,419
approved,418
country,414
percent,410
deal,409
human,409
ensure,408
potential,407
leaders,406
give,405
covidvaccine,402
line,402
race,398
claims,397
prisonplanet,397
behind,396
coming,395
let,394
mandate,394
link,390
nytimes,390
company,390
ford,390
last,388
bbcnews,388
100,388
planning,387
live,386
leading,385
storage,385
develop,383
got,382
candidates,381
best,381
post,378
shows,376
nigerian,375
watch,374
major,373
disease,372
essential,371
report,371
12,368
big,365
change,364
highly,363
different,362
adults,362
system,362
transport,362
positive,361
dow,360
serious,359
ani,359
ohio,358
rushed,357
team,357
saying,355
produce,353
showed,353
update,351
ma,350
ll,349
afp,349
wait,349
ap,348
gov,348
rate,347
hands,347
nypost,345
shots,345
better,344
making,344
taking,343
real,343
priority,342
meet,337
online,337
chain,337
lobby,335
2020,335
needs,334
australian,334
phase,334
celebrates,334
another,334
please,334
24,333
effectiveness,332
drtedros,331
prevent,329
causes,329
part,328
sputnikv,328
women,324
normal,324
move,321
thanks,320
whether,319
success,319
feel,318
production,317
restrictions,315
johnson,315
researchers,315
share,314
skynewsaust,314
cnnbrk,313
possible,311
promising,311
several,311
hold,310
save,309
based,309
ever,308
40,306
investors,305
it,305
required,304
encouraging,302
testing,302
administration,301
drug,300
orders,299
population,299
secretary,298
month,298
embassy,297
due,297
social,297
mean,297
danaperino,296
africa,294
groups,293
standard,293
using,292
seanlangille,292
initial,291
recent,291
fund,290
15,289
becomes,288
election,288
find,288
used,288
test,288
study,287
sure,287
committee,286
facing,286
proven,286
rapidly,285
warns,284
third,283
continue,283
tunnel,283
works,281
children,281
texas,281
markets,281
ca,280
participants,280
hiv,280
able,280
nbcnews,279
review,276
gt,276
vaccinate,275
tested,275
protect,274
release,272
head,272
anyone,271
far,270
though,270
present,269
later,269
97,269
support,269
low,268
extremely,267
produced,267
experts,266
deliver,265
video,265
needed,265
germany,264
developers,264
gregabbott_tx,264
across,263
authorization,263
once,263
become,263
national,262
told,262
whistleblower,260
confirms,259
joke,259
article,258
backlash,258
sterility,256
employees,256
story,256
corona,256
found,255
boris,254
schedule,254
